Id,SalePrice
1270,145048.87750096226
1272,126387.696630867
215,137332.0999062807
266,224212.76751285666
2402,320728.5359031934
1250,130302.27005586895
1984,112498.02365877545
1279,135426.33489122658
377,244674.76934856866
1252,135337.27088009115
2156,262952.2769411739
499,329560.11130442
1374,131056.81583787911
2898,243289.76625945812
401,111816.34591904943
2721,168445.126814658
2078,202187.18221571244
2589,126998.56787714225
1946,222473.91174352966
1334,108798.98069070854
2781,224003.08672816382
431,394250.23936646874
576,205796.8697399438
1474,220960.27278920857
2254,161657.8869056564
2155,277093.3704405707
885,100476.27722650048
643,138629.36352345912
1944,115422.52043907314
480,202049.2601407226
2845,93449.60555817188
2387,314134.5638062935
2407,230821.78813452972
2527,178676.1998359968
2514,164606.48978678155
629,158292.660702481
80,213717.29619853638
1876,137852.70290612808
1546,114953.13128481497
2518,177227.1843774847
2347,165701.35851325723
783,206745.0543063116
1322,56589.80755009684
194,71972.92726167086
1770,302671.7652305528
2143,158485.33491253655
1229,209051.27403575514
511,265710.9512853013
46,247195.73135850343
1348,169636.1431531916
2465,194396.31481091297
387,235673.67393211107
873,219022.84950490377
1918,156487.81592160653
2764,245078.46906198122
2184,150738.9294547681
934,147733.84812736852
1920,127720.72636718376
2631,160231.81167490876
1768,486158.2523047561
2040,87131.6267973718
1749,213715.43872412815
834,231627.25749539648
1457,226397.78753497603
79,137540.57666081726
2302,119053.84136892029
1817,141694.62620674627
2755,223856.27659601133
359,174471.3548292793
2059,114001.0741555354
2092,247226.39755681372
2516,219222.2099024142
150,143373.79215721466
1656,161685.16481474863
83,102973.8915300948
2411,171644.34058622137
795,86635.99942414505
2312,222424.93057510757
2917,114194.98853895556
1624,193292.93695349
2215,249261.72837377395
1211,159535.62784435364
1485,157744.3365490188
1024,183042.82013431465
570,190242.4791071575
2874,138680.2297400774
700,154723.666420391
2756,204521.11128201993
2022,164222.71749679997
583,217053.07122614558
2392,369613.96729921165
2424,185059.50088281976
212,129775.47658512494
736,100491.93359726667
1610,175474.89620149092
890,122730.34136636532
467,180042.26973461482
578,226222.94628280005
1747,201090.63323661155
1149,166572.93505630302
2758,229010.38723047607
857,130821.0006341016
2219,245018.81591198302
733,137004.38238035818
2909,113086.89001235265
1798,249965.462204299
235,151485.02922957574
2366,139163.2023634634
1027,134878.04196576565
1195,137567.83482870346
1303,21991.861308531166
148,174456.05291961413
608,152583.38837694106
2515,197498.0063519879
821,270607.3448001041
2500,295876.65454292356
745,93131.1230874011
741,122692.54544198196
1611,175771.27322871648
2532,132380.08049619972
1081,217350.62207340694
1692,397779.1104714895
2520,197315.470775414
276,128549.37054576358
1992,116933.12101403398
663,31346.82509172664
418,148584.28923855096
1733,175743.13532168645
2359,166767.36270250237
253,190918.01174696098
1518,154520.0940280471
2035,146648.80017043895
2919,74826.67428490719
1540,208503.66908962937
2120,151041.84890965288
1674,165629.94094991457
256,148224.9687261228
2361,87526.65567443971
978,73378.37115553339
2280,146839.0590675444
2095,223781.28827110238
1709,335349.0610922554
2801,236708.806653879
1246,107333.56058510333
2373,120252.78457130402
1055,305144.5248925489
2017,119209.24884061076
1099,299122.0217175484
1344,90495.59632426244
835,205321.41301862206
1117,229338.0328041584
2043,80721.6380076675
2085,138191.99975498582
410,154507.52788306863
2650,117028.50271928089
2867,158330.0486592702
1668,121825.20361918151
1161,177573.27208496202
2122,183113.78182412748
2539,148381.25437660562
1047,139368.69486901275
1445,126334.51538965976
541,129194.26809468737
569,191344.3934338524
1276,124196.85488840334
918,135674.44516686135
326,158265.36359002182
1936,123570.26622059764
895,92985.74830625288
257,141625.47317269305
1241,184129.04570091507
1545,113682.39821435636
1189,175008.33340447364
270,154826.8906472572
2066,201215.4678679932
693,103881.71925814895
1259,153272.2288952901
2916,152083.70512118776
2321,250375.26893417828
1977,133523.53493896118
1895,161722.1202969571
1240,137431.32305038563
85,149238.5313696165
1823,145670.90717091667
825,271360.58004736307
110,219683.6254000707
697,119988.60624871773
2297,109654.01978020932
1231,132557.787278972
1355,131479.47542163404
968,329197.00631114887
584,225598.39595886404
1315,117953.46398584466
1606,131974.58264687142
206,130660.65426360471
1685,352956.24458151276
2016,112191.5919055211
869,211874.2918460935
2135,127764.05195997717
2346,190767.8239596571
2430,218155.11309411685
2198,89272.39156685317
2652,120324.56905044494
27,112345.3953028546
241,164551.32138956088
906,126879.46068349562
1506,125976.78095655565
2098,316784.31204160815
1435,214501.77330847253
2213,126829.06942978551
1274,144518.88731248185
743,60611.63205083675
1737,189772.7018412096
2797,268154.5330243801
2185,114138.98935319525
58,179738.2368971634
830,205819.92782384343
808,137161.98432241828
680,143254.2268663404
1153,122565.80981632888
1291,139080.97117443537
1818,171785.32260285623
2161,193924.4223000689
1883,120132.51282262961
350,352851.04417556524
2473,147871.57595435774
295,185105.1136271438
293,184931.04523951016
859,123720.72804761434
288,54115.198850460874
1578,145975.40409179032
102,186581.45568783063
2831,172704.94971701654
1030,154597.2972642885
2551,134785.93822131096
1286,136455.2284119876
958,302635.7579171845
776,124729.23521631419
72,207926.32770942146
2263,232003.4302482681
1866,160386.39649353793
2876,94734.56855690392
2146,245052.56710701238
103,189625.0228482856
1500,149713.1524538405
492,187342.56185104576
167,137892.37917930534
2597,106324.71971435237
2685,94561.14119046331
1035,160929.4959607431
1220,49913.00616693933
2602,145825.93166272246
2159,208324.7385197949
695,175422.19550188925
1109,276646.79174073937
640,202605.0250945128
1652,153599.98768120268
2090,195516.07019901462
1188,178458.85104402344
2345,239673.15637460357
1059,397577.0911750727
2751,220909.31283626502
128,184885.4308458012
1523,184100.35416745653
2925,175705.68259041468
2145,285157.0710102251
1121,217452.52186161905
566,248315.02889727463
565,268115.9722170859
1331,124888.50053373358
2928,111783.15120833034
156,132939.74370878492
797,141965.5628851412
327,97892.29650135613
2859,150696.09872364966
1453,115140.29968079914
1762,335624.5412497588
1868,201037.74597697076
1760,175723.1377684038
1113,238218.53556174284
1812,198283.75890883902
117,164550.7182605803
1142,207910.66607003027
2342,396380.4101594449
927,130301.05899556215
2478,182156.39015280927
655,60280.993256702204
2064,129342.57080769597
369,290864.6404418496
2239,117484.3711228868
2732,197233.22158498483
1653,178402.45405029564
959,205207.91778020558
2395,348348.81602701603
1412,111829.37161058199
271,258024.68446965388
1484,155199.60643350155
1497,140232.8309476092
552,170492.53795414066
2,133875.4046953022
1855,275259.8944773669
4,261721.98834003293
2292,154327.46552387183
134,134287.91972662596
646,131616.41406955887
42,332070.55978105706
532,224931.71588290588
713,84807.61278819086
2561,140144.44183868635
2360,144617.86080912512
1333,119794.96549600933
1407,220981.16235550042
2892,280891.72444369714
574,231177.88734089863
1227,179493.23589527264
2591,213276.0830969782
1476,225027.37470669707
1125,253244.1960526133
1446,141313.83865559404
408,122481.52347741913
1101,315019.5351746522
2251,178668.4714329894
373,198998.1214998524
2554,108376.13928284368
2382,279109.7730491795
1985,82330.02071262259
519,232471.95105249557
1093,179246.64165340087
864,250375.67970094358
2889,154825.30923033936
2308,189977.70395062442
986,143972.88702592536
1302,142540.6178730235
585,170891.22180969035
2708,146466.62656465187
147,140019.43985386207
1441,223084.82991014185
383,179799.4165042895
285,145532.17401402857
181,109516.85627795052
358,167471.78086497044
780,170674.55120640763
258,196206.567534619
1865,215653.75575368808
692,121025.9009552593
2902,287278.8552989571
508,247620.62587898716
2638,136132.41903196048
36,151352.33313311756
611,177519.09194268618
2281,133649.10190784215
1678,165291.49931829373
1696,402959.79129834764
1557,65806.58803279942
2180,149696.85897535752
1726,248218.96947520203
951,150642.75462169654
267,227225.38476313493
2706,126459.17452861057
2221,200682.12982696015
1357,144221.92605831975
2901,279794.25031442114
347,179609.24898262805
2164,199162.2361205425
1586,281399.5182299685
360,152682.226815537
1769,265038.0251832977
2617,170382.15952078797
1879,163663.83269303452
991,200432.82639111357
1535,113699.1354408486
1191,147124.46243279873
1579,204612.58167019862
1882,-45680.21499792184
1510,113851.6424087198
2196,164428.3702706959
1845,171170.1531890646
2336,389838.9751363074
942,95575.12218026441
861,119761.31260211175
2555,94071.01465227378
1392,161854.88486156537
2099,243158.30440119552
1543,135806.28853405663
948,252141.69458189054
1239,163298.20073741602
22,193380.74717921688
2796,236782.73179423783
2747,190174.02310726093
92,323306.48654393805
210,168138.21398017966
1858,210818.489311148
2228,179978.59933591879
447,250031.2166218992
827,243180.91303405102
1649,228947.03406695457
682,128917.05396905512
2698,124227.09630080452
494,171599.7846071126
214,94400.37136832545
2441,237455.9717296867
2679,103633.38448646171
1336,94022.96391130338
465,195735.69008426173
1524,134619.72570271432
2543,124685.50140548855
631,145327.93315857387
2452,317291.003221403
228,169338.5856995034
126,177526.0999005481
1092,251029.58116408993
1122,194350.66735970174
932,207959.3411965459
1980,68017.59237697539
2171,112187.04002132386
551,160780.20178456514
2768,172180.2593252803
2056,115338.7702402694
1159,348048.9375815506
2645,157170.97985302156
1174,187576.54550945078
2266,223634.7037075269
2462,362732.73366041
1219,137566.59550833152
2922,203096.15015944088
118,147623.514935154
474,172061.55551976658
2576,162749.34574745764
872,267386.9011028084
1077,249110.762839887
1536,140219.36546127865
1150,123837.22099158942
2341,330385.21056457143
1931,156877.58383625332
2785,120142.22330151993
2538,134736.01071683032
597,213354.77785525704
464,236182.2056261729
233,229678.3936866203
2169,130370.88347122211
2123,171453.61780174577
1867,175658.16909782204
137,243035.7277805379
515,222928.49411404238
933,129560.98079658725
2784,182650.2813737766
972,167915.3800205431
599,166872.61240123038
2614,134264.54834303027
2582,133012.11555175227
1409,163349.37069533102
175,90599.03920977013
352,259116.2329414731
976,78775.09820408397
2134,209442.6155128869
984,111574.84446535326
2396,358695.67389492755
1673,157818.89788885185
404,142096.67628231394
607,158647.3538960024
814,164392.67585875007
868,197866.39092186457
2271,177030.16471414253
1633,280576.0686538089
337,177220.5811407462
2765,203613.87041520193
1746,238026.91017496903
368,320992.05422143673
2806,215612.30931988155
1662,191056.26004448516
1234,215199.3223802552
1373,130317.9338009335
1672,106553.08202471233
1939,122164.28882413889
